,0,1,2,3,4,5,6,7,8
710,MRPL19,CREB3L1,SMC2,CREB3L1,KB-1980E6.3,ECHDC1,SETD5,THEM4,RP11-502I4.3
711,JTB,ASB15,TNS1,AP000282.2,RP1-59D14.1,CSNK1A1,DIDO1,PUM1,RP1-266L20.2
712,VIPR1,AC103801.2,CD274,NKX3-1,RP11-384C4.7,WDR55,C1orf50,EVA1B,FCGBP
713,PPIL4,MICALCL,CXCR1,CTC-548K16.1,RP4-761J14.8,BNIP2,EID2,TMX2,RP11-252A24.3
714,C14orf80,TMEM56,POLA1,CTD-2325A15.5,RP11-382A18.2,ALG5,YWHAG,API5,DMPK
715,ORMDL2,SYNPO,PLA2G4C,YEATS2-AS1,DCSTAMP,PPIL2,ACTL6A,TSPAN15,SMTN
716,ZNF628,RP11-503E24.3,ARHGAP19,AC103801.2,RP11-885N19.6,CAMK1D,C12orf10,ODC1,CTD-3214H19.4
717,PPP2R1B,RP11-88H9.2,CRIP3,RP11-535M15.1,KB-1460A1.3,ODC1,RP4-612B15.3,CEACAM4,ZNF594
718,TMEM55A,GPC2,RP11-1000B6.3,LINC01122,CELF6-1,CECR5,ATP6V1C1,WHAMM,RP13-753N3.1
719,FAM98A,CTD-2283N19.1,KIF3C,FAM83C-AS1,ZNF132,USP19,MED9,PPIE,MYH10
720,NOC4L,GJC3,TGFB1I1,CELF6-1,RP11-481J2.2,CEPT1,FEM1A,FAM120C,C1QC
721,WDR55,ACTA2-AS1,YES1,RAB6C,RP11-152L20.3,INIP,STK32C,S100A8,RP11-493L12.4
722,RAB9A,RP11-96C23.15,HP,RP13-143G15.4,RP11-554A11.8,XPNPEP1,PDK2,TREX1,LINC00957
723,RP5-821D11.7,RP11-344N10.5,GPR84,ACTN1-AS1,PDIA2,PNPLA8,F11R,MICU1,RP11-324I22.4
724,C16orf52,RP11-384C4.7,HGD,RP11-532F6.5,RP11-304L19.2,GTPBP6,RCHY1,ZNF276,C1orf186
725,RP11-496I9.1,RP11-302F12.10,CLDN5,RP11-88H9.2,PRSS27,USP38,SAMD1,FASTKD1,FZD2
726,CNIH4,LOX,HOMER2,CTC-297N7.1,C11orf85,NXT2,BLZF1,TNFRSF1B,U73166.2
727,SMARCC2,YEATS2-AS1,PARS2,PPP6C,AP000282.2,PQBP1,MRPL43,ARL2BP,RP11-294J22.6
728,TANGO6,RGPD8,NT5M,ZNF195,RP11-783K16.13,GGA3,DDI2,ALDH1A1,DNAJC27
729,C1GALT1C1,CTD-2358C21.4,CTTN,SCAI,CYP46A1,ANKRD22,WDR37,LARS,C2CD4D
730,RABL2B,RP11-516C1.1,ATP8B3,C19orf33,MYBPC3,GOLT1B,TMEM205,TSSC1,SYP
731,C9orf37,RP4-555D20.2,CTC-428G20.6,ZNF841,PDE6H,RFC2,DEXI,MAP3K8,NIPSNAP3B
732,ZNF333,AC015849.2,LRIG2,RP11-178G16.4,CREB3L1,CEP164,BCDIN3D,EHMT2,RPA4
733,TRIM23,RP11-216P16.2,STX16,CD2AP,AC103801.2,KCNE1,RP11-545I5.3,LPIN1,RP11-408A13.4
734,SLC48A1,MREG,ANKAR,PAXIP1-AS1,MICALCL,QSOX1,ARVCF,BTN3A1,ARHGAP11A
735,ERV3-1,RP11-285J16.1,PHF12,SEC31A,CTA-989H11.1,WIBG,TTC8,LAMP2,RP11-378J18.3
736,CPNE2,RGS6,BAG5,HSPB11,RP11-91A18.4,PGRMC2,HNRNPH3,PTGDS,KDM4A-AS1
737,TSPAN15,PTGES3L,RBM26-AS1,QRICH1,RP11-304M2.5,GGA2,CCP110,LIN52,RP11-1055B8.7
738,OSBPL7,HBA2,GP1BA,PTGS1,TMEM56,HSPB11,TOP2B,GPS1,VSIG10L
739,RFXANK,RP11-379F4.4,SPTSSB,RP11-983P16.4,RP11-354M20.3,ARSG,ZNF559,AGO4,PLXNA1
740,PRELID2,CCDC40,INVS,TTC18,NUPR1,TSC22D1,CDC16,PCGF1,SLC4A8
741,RP4-800J21.3,RTN2,POLR2K,RP11-804A23.4,ACTA2-AS1,ZNF397,BLOC1S1,SLC19A1,ARVCF
742,SEPT11,AC073641.2,ZFAND4,AC022532.1,RP11-96C23.15,MIS18A,LSM6,COPS4,RP11-314N13.3
743,CACNA1C-AS1,ARHGDIG,TRIM8,PTPRN,RP11-344N10.5,LYRM4,KIF3C,ILF3-AS1,MMP9
744,CTD-2227I18.1,ZNF560,TPM2,AC093901.1,RP11-343J3.2,HDDC3,ATP8B3,ATP10D,ZNF587B
745,STUB1,RP11-816J6.3,CLEC4C,CABP5,RP11-88H9.2,GAS2L1,AP001462.6,SLC27A1,EFCAB4A
746,VTI1A,CTC-548K16.1,LY6G6F,RHCE,NLGN2,BANP,PARS2,FAM32A,ZNF436
747,C10orf32,PF4V1,RP11-701P16.5,PARD3,CTF1,DPY19L4,RPS6KL1,RIOK1,RP11-219B4.7
748,SPATA7,LINC01118,RFPL2,CTB-31O20.9,CGN,DPY30,DENND6A,PGM1,OTOF
749,POLR3K,YJEFN3,FAXDC2,RP11-217B7.2,CTD-2358C21.4,DNAJB14,AGPAT1,CNIH4,CTD-2537I9.12
750,C2orf76,LINC00618,EML6,RBFOX3,RP11-503E24.3,MOB2,TNFRSF17,MARCH5,ELANE
751,ASXL2,CTD-2506J14.1,THBS1,GLB1L3,AC012499.1,PITHD1,DIS3,XPOT,IPO9-AS1
752,MUM1,RP11-76E12.1,WBP2NL,AC022201.5,RP11-231D20.2,INTS12,LINC01003,PCNA,RP11-390B4.5
753,LYRM4,CHST8,RP11-960L18.1,MAP2,CTC-297N7.1,SENP2,SNAP47,F2R,COLGALT2
754,RP11-430B1.2,CYP46A1,CXCL3,AC005614.3,RP11-271M24.2,DHRS4,C2orf76,F13A1,RIN2
755,LUC7L,PRSS22,BIRC5,RP11-53B2.3,KCNG2,IFFO1,TPM2,MNAT1,ANKS1B
756,GPR55,PRSS27,SLC22A4,RP11-672A2.6,SLC24A3,TBC1D15,RP11-385F7.1,RP13-270P17.3,C5AR2
757,PLXNA1,SYNGR3,WDFY3,AP002954.4,LINC01122,TRIP12,C1orf198,TRIT1,RP11-545I5.3
758,KDM4A-AS1,AC096559.1,MYO1E,CASC8,CTD-2325A15.5,IL1RAP,THBS1,CXXC1,TTC8
759,RPA4,RP11-152L20.3,DNASE1L3,PIWIL2,LBX2,MAEA,METTL8,TAOK2,LINC00494
760,AAGAB,RP1-102G20.5,R3HDM1,AC140481.2,FAM83C-AS1,STX4,IGJ,RP11-400F19.6,CTD-2012K14.7
761,LIN52,RP11-197N18.7,AGO4,KCNN3,RP11-203B7.2,SDCCAG8,USP8,RDH14,IFIT1
762,SHARPIN,LEFTY1,PDIK1L,KCNA5,RP3-337O18.9,MBNL1-AS1,PLA2G12A,CCP110,ARHGAP19
763,RMND5A,CTA-989H11.1,C1GALT1C1,LINC00610,PF4V1,ZBTB10,SIN3A,MED30,YES1
764,S100B,RP11-879F14.1,PAXIP1-AS1,RP11-557C18.4,RP11-700J17.2,MRPL42,ISOC1,TBCK,SNTA1
765,RP11-178G16.4,RP11-271M24.2,GYS1,EPB41L4A,PCDH9-AS1,TREML1,7SK-2,GAS2L1,CD274
766,ATAD3C,TP63,ZNF232,ELOVL7,RP11-302F12.10,CD9,ATAD3C,ZNF559,RP1-28O10.1
767,SLC6A6,SLC24A3,TREML2,PEAR1,AC017002.2,ARIH2OS,PTGES2,RP11-792A8.4,RP11-527L4.5
768,MRPS12,CTC-498J12.3,IL1RAP,FAM212B-AS1,TP63,SMARCD1,THYN1,FADS1,CTD-2015H6.3
769,ARSG,CTD-2033C11.1,SYCE1,AC105053.4,RGPD8,CEP68,HMBOX1,EDC3,CTC-428G20.6
770,FRY-AS1,CST11,SAFB2,ERBB3,YEATS2-AS1,EXOC4,STK11IP,DENND6A,RP11-432I5.1
771,TMEM177,RP1-59D14.1,HDAC5,GCKR,JMJD7,C15orf57,IL16,CHN2,AP001462.6
772,URB2,AC012499.1,CCND2,RP11-755B10.3,RP11-816J6.3,MINA,MKLN1,DLST,PARS2
773,GPS1,RP11-317G6.1,BCDIN3D,MYCT1,RP11-379F4.4,SAFB2,ARHGAP18,ARHGAP18,GPR84
774,KIAA1429,PCDH9-AS1,S100P,RFX4,RAB6C,LIN52,FBXO33,CORO7,DRAXIN
775,RP11-314N13.3,LINC01132,C19orf33,RP11-46H11.12,ZNF560,TTN-AS1,NT5C3A,CCDC91,CXCR1
776,CTD-2537I9.12,CHRM3,GNG3,SHPK,RP4-555D20.2,SPHK1,YIPF5,UBLCP1,HP
777,HELQ,CTD-2325A15.5,MRVI1-AS1,KCNAB1,RP11-285J16.1,LINC00984,FAM120C,DAGLB,RP11-219B17.1
778,UNC45A,RP11-1096G20.5,LRRIQ3,DIO1,YJEFN3,OTOF,LUC7L,PF4,ATP8B3
779,TRIM14,MYZAP,ZNF503,RP11-122G18.5,AC073641.2,RSPH9,SERAC1,SRPR,KIF3C
780,NFAT5,ZNF132,SCGB1C1,DLK1,MOGAT1,SLC4A8,KRBOX4,ISOC1,LINC00886
781,PEX19,NLGN2,7SK-2,MGAM,MREG,OAT,USP36,NAA25,TEX2
782,BAG4,RP11-355N15.1,HIST1H1B,RP11-185E8.1,CHST8,ST7L,KIAA1429,PXMP4,ZNF653
783,KIAA0196,RP11-481J2.2,REPS2,CYP1B1-AS1,SPATA13-AS1,CNEP1R1,TNFRSF9,YIPF5,CAMK2N1
784,IGFBP4,MIR1-2,BRWD1,CTD-2184C24.2,LINC01118,DHX15,MYL9,USP36,RP11-1000B6.3
785,PEX26,CCDC11,ZNF628,AC005224.2,RP11-1136J12.1,MED7,NAPA-AS1,WDYHV1,POLA1
786,GDF11,PDF,PPP2R1B,RP11-138I1.2,RP1-111C20.3,DHX8,CUL4B,RETN,RP11-496I9.1
787,PUS7,FAM83C-AS1,WDYHV1,MIR4523,NKX3-1,BBX,DUSP10,GID8,RPS6KL1
788,NUDT12,RP11-304L19.2,PLA2G12A,TRAPPC3L,RP11-1096G20.5,EIF5B,MPHOSPH10,TAF6L,CRIP3
789,SOX13,PCGF1,C1QB,TMEM44,MYZAP,PPIE,CWC15,ICAM2,MYO1E
790,LRRC24,CPNE5,ITGA2B,GIPC2,CCNB3,CEP120,PLAGL2,SUV420H2,CLEC4C
791,RP11-247A12.2,TMEM80,DENND6A,LTBP1,CACNA1F,ZSWIM6,TMEM87B,VIPR1,DNASE1L3
792,GLS2,EARS2,RABL2A,RP11-274B21.8,LEFTY1,KIF3C,BABAM1,RMDN3,SAMD12
793,RRAGC,C16orf52,SPRTN,AC002331.1,PTGES3L,DDX17,RABIF,RCE1,CXCL3
794,SMYD4,AC074138.3,ZNF333,RP11-510J16.5,RP4-545C24.1,NFIC,EPN1,IRAK4,RFPL2
795,ZNF626,LRRC59,C2orf88,RP11-424I19.2,MNS1,BET1,CHPF2,CWC15,BIRC5
796,INTS12,ACOT13,EGFL7,RP11-661P17.1,ASB15,ALKBH4,ZFX,CD93,TPM2
797,LINC00342,MYO1E,PUS7,PDGFA,GJC3,PCNA,RBM4,PHF14,RP1-315G1.3
798,ZNF175,DNASE1L3,LINC01013,CTC-444N24.11,SEMA3D,NELFB,LRIG2,ANKRD27,WBP2NL
799,RP1-28O10.1,RP11-960L18.1,PRUNE,ARHGAP18,CTD-2639E6.9,PPIG,ARSD,SCAI,CTB-152G17.6
800,PARS2,ILF3,TSPAN15,RHEBL1,RP13-143G15.4,MTERFD1,VTI1A,PGRMC1,RPH3A
801,RP11-432I5.1,TPM2,PDCD1,NDUFA10,RP11-879F14.1,MAP3K7CL,C16orf52,C16orf80,SPATA7
802,CTD-2015H6.3,CLEC4C,SLC48A1,NOP58,CTA-331P3.1,SENCR,AGO4,NABP1,WDFY3
803,CD274,CTD-2368P22.1,SPHK1,ELL,LINC00618,NARS,DDB2,HEMK1,RP11-385F7.1
804,TMEM199,FAXDC2,ZNF45,PPP2CA,CHRM3,SMYD4,USP19,PELI1,PROK2
805,SAMM50,RFPL2,PRRG4,CLPX,CCDC40,DLST,PSMG2,CGRRF1,PLCL1
806,BLZF1,RP1-315G1.3,RP1-111C20.4,YEATS2,RP11-216P16.2,PRR5L,HMGXB4,TSC22D1,RP11-960L18.1
807,PIGL,RP11-385F7.1,PRELID2,RBL1-1,AC096559.1,PTCRA,PLEKHB2,NR2C1,CTD-2368P22.1
808,RCHY1,WBP2NL,NEFH,RP11-196G11.2,RP11-532F6.5,WDR44,ZNF628,CISD1,SLC22A4
809,POLR2K,THBS1,FMO4,TAL1,RTN2,IL4I1,INVS,PPP6C,RP11-701P16.5
810,TUBB1,C1orf198,TNFRSF9,GLS2,MIR1-2,SLC22A4,POLR2K,SPIN1,HIST1H1B
811,RABL6,EML6,ZNF404,SEC14L5,RP11-197N18.7,CTD-2368P22.1,ANKRD9,YWHAG,RP11-178G16.4
812,CHERP,TYW5,CCL2,OMG,SYNPO,CXCL3,ZFYVE28,ARID4A,TUBG2
813,ZNF45,KDM3B,RRS1,RP4-684O24.5,CTD-2283N19.1,RP11-701P16.5,SPSB2,RBM5,AP003419.16
814,FMO4,RP11-661P17.1,ACRBP,SERPINE1,CCDC11,GOLGB1,C16orf80,RCHY1,S100P
815,RPL39L,BMP8B,PPP1R8,ACVR2B,CTD-2506J14.1,ATP5SL,SLC19A1,CASP4,TCL1B
816,NEDD4,RASGRF1,WARS2,SYTL4,MAP3K7,RUNDC1,PHF12,ZBTB10,REPS2
817,AC010894.5,RP11-755B10.3,ZNF747,MAP1A,HIST1H1B,SCGB1C1,ANKRD54,TCP1,MRVI1-AS1
818,TEX12,RP11-510J16.5,VPS13A,LRRC24,ATAD3C,ABI2,IL1RAP,TUBB1,FBXL14
819,SAMD14,WDR52,USP36,FAM209A,FBXL14,ACVR2A,ZRANB3,RBM7,ZNF503
820,KCNJ14,PTPRN,RNF26,ZNF425,SH3BGRL2,EHMT2,OSBPL7,BLZF1,AEBP1
821,TRIP12,PARD3,FAM120C,BHLHE40-AS1,RP11-138A9.2,AAGAB,TCF12,C4orf33,GNG3
822,SLC25A14,MAP2,CLYBL,MEIS1,MPP6,RP11-792A8.4,URGCP,ADAL,ATAD3C
823,C5orf15,RHCE,TRMT61A,RP11-359I18.5,ZMAT5,HERPUD2,CGRRF1,MOB2,7SK-2
824,METTL21A,RBFOX3,MYOM2,NRN1L,RABIF,TFAM,SLC4A7,USP8,TTC28
825,C17orf62,RP11-672A2.6,ZSWIM6,SOX13,URGCP,UCK1,WARS2,REXO2,LRRIQ3
826,BBS2,AC005224.2,RP11-430B1.2,RP11-544A12.4,LARS,EGFL7,MICALCL,TBC1D23,ACVR2A
827,C8orf44,RP11-138I1.2,PEX26,CLECL1,C16orf58,RP11-398C13.6,RP11-344N10.5,GNS,U2SURP
828,HIST1H2BJ,AC002331.1,NUDCD1,PLIN5,CEP164,PRR5,RP11-816J6.3,PYGO2,SERAC1
829,ZUFSP,UBE2E2-AS1,AC092295.7,KCNH3,TCP1,TMEM102,CCNB3,DHX8,GDF11
830,SAMD12,AC022532.1,OSBPL1A,RP11-247A12.2,UBE2Q1,RPUSD3,AARD,CLEC2B,LINC01013
831,CTB-152G17.6,RP11-147L13.8,RP11-145M9.4,LCN2,XPOT,NDUFS1,VMAC,NIT2,RP11-398C13.6
832,THBS1,LA16c-431H6.6,SEPT5,MEG3,ACBD3,HBEGF,RHBDD3,RUNDC1,DISP1
833,DPH6,MYCT1,GFI1B,CCDC3,RFX4,NEFH,FEM1B,RFC2,PUS7
834,C11orf85,RP11-185E8.1,SLC22A18AS,SPOCD1,RP11-557C18.4,RP1-111C20.4,NFKBIL1,KIAA1430,TNFRSF9
835,AL161784.1,RP11-804A23.4,CEP128,TDG,AC005614.3,ARG2,MPP6,ARRDC3,RP1-111C20.4
836,RP11-271M24.2,RP11-830F9.5,ANKRD22,TCEAL4,RP11-122G18.5,SNRNP35,DNAJC7,PGRMC2,PALLD
837,RP11-384C4.7,RP11-230C9.4,CXCL10,PRELID2,AC093901.1,PEMT,ITGA2B,TMEM18,PRRG4
838,KB-1980E6.3,GIPC2,FAM63B,ARG2,AC005224.2,RNF139,ZNF747,DNAJB14,ZNF404
839,ARHGDIG,CASC8,HENMT1,TTPAL,PEAR1,ATXN1L,BAG5,SMC2,PRELID2
840,AC103801.2,RFX4,PJA1,MAP3K7,MAP2,TRIT1,DYNLT1,GRPEL1,CCL2
841,CCDC11,FAM212B-AS1,RP11-70P17.1,R3HDM2,PTPRN,FAM212A,MLEC,KIAA1429,NEFH
842,BRWD1,AC022201.5,EXOC6,USP33,RP11-53B2.3,ACPP,SLC35A2,PLAGL2,LILRA4
843,CHPF2,DLK1,KLC4,NAPA-AS1,RP11-175K6.1,SLC22A18AS,RP11-230C9.4,RELB,RP4-800J21.3
844,TPM1,RP11-983P16.4,TRIP12,SPG7,KCNA5,TMTC2,KCNAB1,STT3A,FMO4
845,MAT2A,AC005614.3,IL4I1,MYL9,RP11-230C9.4,GUCD1,RFX4,RP11-139H15.1,FKBP5
846,RP5-1028K7.2,LTBP1,RP4-612B15.3,ERCC6L2,PKD2L2,PLRG1,TEX9,SURF6,RP11-5C23.1
847,ELOF1,QPCTL,MLTK,KLC4,LINC00610,RBM4,RP11-138I1.2,DUSP10,TRAPPC12-AS1
848,SMC2,CABP5,NOL11,AC007879.7,RP11-46H11.12,PRPF8,RP11-557C18.4,CHPF2,ANKRD22
849,ZNF747,GCKR,WDR37,RP4-781K5.2,RASGRF1,PGM1,RASGRF1,DPH6,OSBPL1A
850,RP11-367G6.3,PIWIL2,FCAR,RP13-270P17.1,EPB41L4A,ANTXR2,AC093901.1,MALT1,SLC22A18AS
851,EOGT,RP11-274B21.8,CLEC1B,WNT5B,BMP8B,ZFAND4,QPCTL,TBPL1,CTB-113I20.2
852,MYOM2,RP11-175K6.1,DENND5B,GATA2,MEF2C-AS1,RP11-138A9.2,RBFOX3,C16orf74,RP3-325F22.5
853,AC092295.7,PEAR1,AC147651.3,AURKC,RP11-804A23.4,ILF3-AS1,AC140481.2,ZNF493,CEP128
854,RP3-325F22.5,RP5-1073O3.2,CDC42BPB,AK4,MYCT1,AC147651.3,BMP8B,ANKHD1,CXCL10
855,RP11-141B14.1,KCNN3,FCGR3B,TDRP,TTC18,SEPT11,RARS,ELOF1,TMTC2
856,RP11-294J22.6,AC105053.4,SLC16A5,CACNA1C-AS1,CTD-2184C24.2,GARS,ACD,TCF12,LYSMD4
857,C1QC,MGAM,KCNE1,LNP1,LTBP1,ARL2,LINC00662,MIS18A,RP11-145M9.4
858,FCGBP,FAM27A,GOLGB1,RNASE3,CABP5,THOC7,SIVA1,C14orf80,ACPP
859,RP11-493L12.4,PDGFA,SDHAF2,CTD-2227I18.1,MGAM,CCP110,SKAP2,NUDCD1,IQCH-AS1
860,RP11-502I4.3,SULT1C2,BRAT1,RP11-10K16.1,RP5-1073O3.2,SURF6,CASC3,BANP,KCNE1
861,LY6G5B,CTB-31O20.9,SMCHD1,AC010894.5,RP11-217B7.2,ACP1,SPIN1,CKS1B,RP11-162G10.5
862,RP11-378J18.3,AC140481.2,SLC20A2,C15orf26,RP11-274B21.8,TTC1,TMEM234,TMBIM4-1,IL24
863,SDCBP2,PKD2L2,ILF3,CCDC153,TEX9,TTC14,GRPEL1,PTGDR,DENND5B
864,MED28,AC009505.2,PTPRN2,ABCG2,FAM212B-AS1,WDR37,MEIS1,ZNF32,LAMP3
865,NNT-AS1,RP11-46H11.12,CDKN2A,SAMD14,QPCTL,RP11-804A23.4,CTD-2012J19.3,CTNNB1,LZTS2
866,DDI2,ITCH-AS1,NEK8,CTC-454I21.3,CYP1B1-AS1,KCNN3,CTD-2541M15.1,PDCD2L,FCGR3B
867,NFIC,MEF2C-AS1,RP11-706O15.1,CTC-444N24.6,RP11-138I1.2,BTN3A2,RAB12,MRPS33,FCAR
868,TTN-AS1,TEX9,BOLA3,KCNJ14,RP11-830F9.5,NUDCD1,RP11-110I1.14,ARAP1,RP11-532F6.3
869,NECAB3,TMEM44,NBR1,SLC20A2,PARD3,TMEM234,SLC20A2,ABHD5,SLC16A5
870,DHX34,ELOVL7,ZCCHC10,NAA25,ELOVL7,TANGO6,EOGT,UQCC1,URB2
871,SPIN1,CTC-444N24.11,RASD1,YTHDC1,FAM27A,SLFN5,RNASEH2B,SMARCD3,IQCE
872,MNAT1,WARS2,YIPF5,CXCL10,KCNN3,MYL9,FAM98A,IDI1,AC074138.3
873,TAOK2,RHBDD3,TMEM40,OSBPL1A,RP11-147L13.8,PIGU,ARID4A,PLEKHA3,C16orf52
874,SLA,KLC4,CTNNAL1,RP3-325F22.5,DLK1,AP001189.4,NEMF,ABI2,SARDH
875,SYCE1,NAPA-AS1,SDPR,CTB-113I20.2,AC022532.1,ANKRD9,NBR1,MRPL1,ZNF175
876,ATXN10,FAM96A,DYNLL2,RP11-5C23.1,UBE2E2-AS1,ZNF350,NEUROD2,C18orf21,EARS2
877,AGPAT1,RASD1,ACBD3,IL4I1,KCNAB1,IFI27,C15orf26,ZBED5-AS1,LINC00342
878,HIST1H1B,ITPA,ARSD,TMEM177,TRAPPC3L,POLR2K,ABCG2,SNRNP35,CRTAP
879,TUBG2,ISOC2,UQCC1,PF4,RP11-185E8.1,SMDT1,AURKC,MAP2,PSMC6
880,ACVR2A,MRVI1-AS1,IFFO1,ATXN3,RP11-424I19.2,STX16,RP11-308N19.1,DLK1,SPTSSB
881,AC105053.4,ACVR2A,ZNF468,GOT2,RP11-661P17.1,SUOX,WDR44,RP11-424I19.2,PMEPA1
882,AC005224.2,7SK-2,SNHG12,MUM1,TMEM44,CCDC153,SDHB,MYCT1,INTS2
883,LINC00610,TCL1B,STT3A,TRIT1,CTB-31O20.9,RGS14,TMEM177,KCNA5,INVS
884,CTB-31O20.9,SH3BGRL2,MAP3K7CL,AC137932.6,AP002954.4,PEX19,MTIF2,NARS,RBM26-AS1
885,AC022532.1,AP003419.16,LARS,C1QC,GLB1L3,C16orf58,SDAD1,C16orf54,PDZD4
886,TMEM44,SYTL4,AP001189.4,SEPT4,WDR52,RHEBL1,RP11-727F15.9,FAM209A,SYCE1
887,RFX4,RP11-420A6.2,HIST1H2BJ,RP11-879F14.2,ITCH-AS1,UBAP2,FAAH,TAL1,USP30
888,LA16c-431H6.6,AC068580.6,PMEPA1,PVALB,RP11-672A2.6,WDR91,C15orf57,CLECL1,ZNF121
889,WDR52,ZNF425,ANKRD9,C2CD4D,LA16c-431H6.6,LRIG2,TSPAN33,MEG3,NMNAT3
890,LTBP1,FRMPD3,KIF3A,RAB6B,RP11-755B10.3,MRE11A,C14orf166,ACVR2B,ZRANB3
891,RP11-661P17.1,SPOCD1,TAOK2,RP11-294J22.6,GOT2,ARRDC4,C3orf38,BEND2,TREML2
892,RP11-755B10.3,RP11-159H10.3,DDI2,FZD2,SERAC1,C1QC,UBAC2,CCDC62,TRPM4
893,RP11-53B2.3,KRTAP5-AS1,SLC35A2,CTD-2302E22.4,ESAM,FZD2,INTS12,MEIS1,IL1RAP
894,PIWIL2,RAB12,PDCD2L,RP1-266L20.2,FAM120C,CARHSP1,ZFAND4,RP11-544A12.4,SNX20
895,ELOVL7,NCKAP1,TASP1,RP11-141B14.1,MTRF1,FKBP5,ZNF836,RP4-773N10.4,PDIA5
896,PTPRN,CCDC3,BMPR2,RP11-1055B8.7,SPATA6,PLA2G7,C4orf33,ARPP19,C1QB
897,GIPC2,RP4-773N10.4,SLC25A12,SCN1B,DTX3,FBXO4,BMPR2,ZNF626,ARRDC4
898,RP11-510J16.5,RP11-247A12.2,NECAB3,LY6G5B,NCR1,PDCD2L,RP11-400F19.6,GATA2,IGFBP4
899,RP5-1073O3.2,LCN2,LIN52,GPR55,IDUA,ABCC10,RP11-141B14.1,RP11-10K16.1,ZNF718
900,MFSD10,C10orf25,TBC1D15,PLXNA1,RP11-139H15.1,INPP5A,ARHGAP11A,SETX,NCR1
901,KLC4,CTC-260E6.6,AP4S1,CTD-3214H19.4,NARS,ENKUR,CTD-2302E22.4,C9orf69,ZNF45
902,ACOT13,CTD-2541M15.1,TTC3,ASAP2,ZNF75A,C5AR2,RP11-493L12.4,NSA2,SPATA6
903,CLSTN3,MEIS1,PHF14,C1orf35,SNHG12,TBC1D23,MYH10,EXOC6,F5
904,CPQ,RP11-490M8.1,MED7,FN3KRP,AKR1C3,RAB9A,DMPK,SCN1B,LYPD2
905,YEATS2,SOX13,GP9,URB2,TRIP11,TIMM10B,RP11-252A24.3,SDCBP2,IDUA
906,RILPL2,SERPINE1,USP30,OBSCN,MARCH5,ADIPOR2,RP11-324I22.4,RP1-266L20.2,ZSWIM6
907,ZNF682,NPPA-AS1,TRPM4,F11R,LRRC24,KLHL24,SMTN,ASAP2,MYOM2
908,C9orf69,ACVR2B,BLZF1,SMIM7,CTD-2541M15.1,HCFC2,OBSCN,MYH10,RP11-430B1.2
909,ATXN3,RBL1-1,C19orf52,PRPS2,FAM209A,CLPX,LSM14B,RP11-1055B8.7,ZNF799
910,CDC42BPB,BEND2,CCDC174,WDR91,MEIS1,ZNF628,C5orf15,RP11-141B14.1,LONRF1
911,IFI44,AL928742.12,ZNF567,ST3GAL2,TACR2,BAG4,ZNF263,ZNF75A,TMEM177
912,ZNF587B,RP11-178L8.7,TUBB1,MBNL1-AS1,RP11-359I18.5,C12orf10,HERPUD2,FUS,FRY-AS1
913,TTC30A,CCDC163P,HCFC2,TAOK2,KCNH3,C6orf25,PRKACA,MVB12A,WDR44
914,ANKS1B,RP11-110I1.14,MUM1,SUV420H2,RP11-356N1.2,PLA2G4C,CASC7,PDZK1IP1,EID2
915,TCTA,TAL1,RFNG,ENKUR,RP11-159H10.3,CTC-428G20.6,MMP9,TTC8,AC005082.12
916,LINC00662,HRASLS,MRM1,INPP5A,GLS2,CTTN,ZNF436,MMP9,RP4-612B15.3
917,SLC39A1,SEC14L5,FAM212A,CTD-2537I9.12,KIAA1429,ARHGAP19,TTC30A,HOMER2,ZNF682
918,RNF7,RP11-77H9.2,NOC4L,PBLD,RP11-420A6.2,YPEL3,RP11-390B4.5,NT5M,IL4I1
919,BCDIN3D,MEG3,PACS1,LINC00984,ZNF433,CD2AP,ANKS1B,GPR84,ASGR1
920,AC113189.5,CTD-2012J19.3,HBA1,RSPH9,RP11-490M8.1,OSBPL7,LINC00494,RP11-1000B6.3,KIR2DL3
921,ARRDC4,GLS2,TREML1,TTC30A,HRASLS,RMND5A,EFCAB4A,SNTA1,LSM14B
922,NBR1,MAP1A,ARRDC4,ITGB3,AL928742.12,TMEM87B,MAGEH1,MADD,SAMD1
923,TCF12,CLECL1,FADS1,COLGALT2,SYTL4,ZNF468,FAM63B,PRKAR2B,OBSCN
924,LIX1L,NUDT12,HMG20A,C5AR2,BEND2,MMD,C9orf69,CXCL3,RP11-66N24.3
925,KRTAP5-AS1,ARMCX5,TADA2A,ELANE,OMG,TSPAN33,ZNF75A,SPATA7,RASD1
926,RP11-178L8.7,CTC-378H22.1,ATP10D,ANKS1B,LCN2,ATP10D,PICALM,SLC22A4,CTNND1
927,TAL1,TUBB1,TCTA,SMIM5,PPIL2,ARL16,ZNF593,RP11-960L18.1,ACADM
928,SYTL4,HVCN1,MRE11A,hsa-mir-1199,CTC-260E6.6,WDFY3,ZUFSP,RP11-142C4.6,RP11-164H13.1
929,KCNH3,SYCE1,FEM1A,PDZK1IP1,RP11-247A12.2,RP1-315G1.3,TANGO6,REEP3,CES4A
930,RP4-773N10.4,USP30,SIRT1,ARVCF,RP11-110I1.14,VPS13A,PYGO2,GTPBP6,SERPINF1
931,SERPINE1,USP19,ST3GAL2,MMP9,PLIN5,RP5-827C21.4,RP1-28O10.1,AEBP1,MACROD2
